css-175oi2r href,css-9pa8cd src,ID,css-1jxf684 2,css-1jxf684 3,css-146c3p1,Comments,css-1jxf684 5,comment repost,comment react,comment view,css-175oi2r href 4,css-146c3p1 href,r-4qtqp9 src,r-4qtqp9 src 2
https://x.com/HaroldWren22,https://pbs.twimg.com/profile_images/1860532703751249920/t4K1AcBU_normal.jpg,Harold__Finch,@HaroldWren22,?˙,28-Jul,Trash pandas love trampolines too.,4,25,9.8K,113,https://x.com/HaroldWren22/status/1949674006405132640/analytics,https://x.com/HaroldWren22/status/1949674006405132640,,
https://x.com/JIsaacs_91,https://pbs.twimg.com/profile_images/1937262683289538560/BUjXMFbg_normal.jpg,Josh Isaacs,@JIsaacs_91,?˙,28-Jul,,117,,3.6K,,https://x.com/JIsaacs_91/status/1949679268146958528/analytics,https://x.com/JIsaacs_91/status/1949679268146958528,,
https://x.com/FowlieMarta,https://pbs.twimg.com/profile_images/1947766405472129030/EyDlvTey_normal.jpg,Marta Fowlie,@FowlieMarta,?˙,28-Jul,"This must be the next greatest AI thing, because I've already seen every imaginable animal jumping on a trampoline in that night vision security camera footage.",1,108,8.3K,,https://x.com/FowlieMarta/status/1949675539067023679/analytics,https://x.com/FowlieMarta/status/1949675539067023679,,
https://x.com/HaroldWren22,https://pbs.twimg.com/profile_images/1860532703751249920/t4K1AcBU_normal.jpg,Harold__Finch,@HaroldWren22,?˙,28-Jul,Trash pandas love trampolines too.,4,25,9.8K,113,https://x.com/HaroldWren22/status/1949674006405132640/analytics,https://x.com/HaroldWren22/status/1949674006405132640,,
https://x.com/ButteMTMc,https://pbs.twimg.com/profile_images/1545545490250444801/L4GamYYy_normal.jpg,Montana Native,@ButteMTMc,?˙,28-Jul,Totally not AI.,72,,4.3K,,https://x.com/ButteMTMc/status/1949659678570414189/analytics,https://x.com/ButteMTMc/status/1949659678570414189,,
https://x.com/RealZachCrain,https://pbs.twimg.com/profile_images/1974592611907231744/xhE0iRP0_normal.jpg,Zach,@RealZachCrain,?˙,28-Jul,While we are at itÉ??.,1,60,8.2K,,https://x.com/RealZachCrain/status/1949658578005999715/analytics,https://x.com/RealZachCrain/status/1949658578005999715,,https://abs-0.twimg.com/emoji/v2/svg/26f3.svg
https://x.com/DegenKid4,https://pbs.twimg.com/profile_images/1953162718174953476/vA67nSA5_normal.jpg,Degen Kid,@DegenKid4,?˙,28-Jul,,3,49,5.9K,,https://x.com/DegenKid4/status/1949665822856646667/analytics,https://x.com/DegenKid4/status/1949665822856646667,,
https://x.com/RealZachCrain,https://pbs.twimg.com/profile_images/1974592611907231744/xhE0iRP0_normal.jpg,Zach,@RealZachCrain,?˙,28-Jul,While we are at itÉ??.,1,60,8.2K,,https://x.com/RealZachCrain/status/1949658578005999715/analytics,https://x.com/RealZachCrain/status/1949658578005999715,,https://abs-0.twimg.com/emoji/v2/svg/26f3.svg
https://x.com/CatsandDogsmem,https://pbs.twimg.com/profile_images/1910348196603117568/dkHaKKFc_normal.jpg,Cats & Dogs Universe,@CatsandDogsmem,?˙,28-Jul,"Some wild animals love to jump on a trampoline.

Here they are foxes!",2,35,4.2K,,https://x.com/CatsandDogsmem/status/1949762805529493671/analytics,https://x.com/CatsandDogsmem/status/1949762805529493671,https://abs-0.twimg.com/emoji/v2/svg/1f98a.svg,https://abs-0.twimg.com/emoji/v2/svg/1f98a.svg
https://x.com/markusen,https://pbs.twimg.com/profile_images/1806165515993509888/mnOo5aQx_normal.jpg,Markus Enblaum,@markusen,?˙,28-Jul,ThatÉ??s not real Greg.,2,31,26K,,https://x.com/markusen/status/1949655784700461211/analytics,https://x.com/markusen/status/1949655784700461211,,
https://x.com/sagelywinter,https://pbs.twimg.com/profile_images/1622823486405373952/LUKVgfMN_normal.jpg,Wintersage,@sagelywinter,?˙,28-Jul,"AI, five becomes four, grey become tan, and different tan become grey.",1,25,2.6K,,https://x.com/sagelywinter/status/1949783794988560492/analytics,https://x.com/sagelywinter/status/1949783794988560492,,
https://x.com/DegenKid4,https://pbs.twimg.com/profile_images/1953162718174953476/vA67nSA5_normal.jpg,Degen Kid,@DegenKid4,?˙,28-Jul,,3,49,5.9K,,https://x.com/DegenKid4/status/1949665822856646667/analytics,https://x.com/DegenKid4/status/1949665822856646667,,
https://x.com/desert_sm,https://pbs.twimg.com/profile_images/1911321567537065984/sckgAOsE_normal.jpg,SM,@desert_sm,?˙,28-Jul,"To the person who added the community note, I donÉ??t care whether or not this is AI.  It is an uplifting, fun video.  Negative people love to rain on everyoneÉ??s parade.",3,25,894,,https://x.com/desert_sm/status/1949895046079402334/analytics,https://x.com/desert_sm/status/1949895046079402334,,
https://x.com/itsemileeharper,https://pbs.twimg.com/profile_images/1971575184252416001/146qGd5v_normal.jpg,Emilee Harper,@itsemileeharper,?˙,29-Jul,"I hate they had to ruin this with the community note. Who cares, let us enjoy bunnies jumping on the trampoline .",2,2,1.2K,18,https://x.com/itsemileeharper/status/1950167160833057148/analytics,https://x.com/itsemileeharper/status/1950167160833057148,,
https://x.com/craigwithaknotc,https://pbs.twimg.com/profile_images/1946318958111473664/C5TjN0MO_normal.jpg,@craigwithakbecausethecwastaken,@craigwithaknotc,?˙,28-Jul,"This is what heaven looks like when youÉ??ve been good, returned the shopping cart, and didnÉ??t yell at the Wi-Fi.",1,15,1.5K,,https://x.com/craigwithaknotc/status/1949656839844405569/analytics,https://x.com/craigwithaknotc/status/1949656839844405569,,
https://x.com/rant_zine,https://pbs.twimg.com/profile_images/1970732825256087552/QHg8ZfSd_normal.jpg,rant,@rant_zine,?˙,28-Jul,another god damn video of bunnys hijacking a trampoline in the dead of night . ive been saying for years theyre plotting to bounce their way into space but no one listens until its too late . wake up NASA!!,17,,2.6K,,https://x.com/rant_zine/status/1949668220006199582/analytics,https://x.com/rant_zine/status/1949668220006199582,,https://abs-0.twimg.com/emoji/v2/svg/1f525.svg
https://x.com/StrobFX,https://pbs.twimg.com/profile_images/1991507326377906176/K7r4HF5i_normal.jpg,StrobFX,@StrobFX,?˙,28-Jul,I had a hell of a surprise last night on my trampoline!,4,8,485,@xx_network,https://x.com/StrobFX/status/1949798483487003097/analytics,https://x.com/StrobFX/status/1949798483487003097,,
https://x.com/zeek56923765420,https://pbs.twimg.com/profile_images/1991271774357528576/20jpx1Dj_normal.jpg,zeek,@zeek56923765420,?˙,28-Jul,This just changed my life greg,14,,1.7K,,https://x.com/zeek56923765420/status/1949655801221591275/analytics,https://x.com/zeek56923765420/status/1949655801221591275,,
https://x.com/AptExplanations,https://pbs.twimg.com/profile_images/1783641604085166080/J-of3uNp_normal.jpg,APT Explanations,@AptExplanations,?˙,28-Jul,Thank you for blessing my timeline this fine evening,13,,2K,,https://x.com/AptExplanations/status/1949657012226461940/analytics,https://x.com/AptExplanations/status/1949657012226461940,,
https://x.com/jcfarmer29,https://pbs.twimg.com/profile_images/1948606819607126016/tvVnY79v_normal.jpg,John,@jcfarmer29,?˙,28-Jul,I hate A.i. already,12,,487,,https://x.com/jcfarmer29/status/1949668092658811278/analytics,https://x.com/jcfarmer29/status/1949668092658811278,,
https://x.com/JayFruin,https://pbs.twimg.com/profile_images/1484320320198615045/iY3l6WyO_normal.jpg,Jay Fruin,@JayFruin,?˙,28-Jul,"I see what you mean, I just realized it too",2,9,1.3K,,https://x.com/JayFruin/status/1949667409968980265/analytics,https://x.com/JayFruin/status/1949667409968980265,,
https://x.com/greeves1969,https://pbs.twimg.com/profile_images/1783651782247251968/6yp6P-Ef_normal.jpg,Greg Reeves,@greeves1969,?˙,28-Jul,Well check this out!,9,LAnDo NIFFIRG,2K,@llandoniffirg,https://x.com/greeves1969/status/1949766052058910917/analytics,https://x.com/greeves1969/status/1949766052058910917,https://abs-0.twimg.com/emoji/v2/svg/1f99d.svg,https://abs-0.twimg.com/emoji/v2/svg/2122.svg
https://x.com/greeves1969,https://pbs.twimg.com/profile_images/1783651782247251968/6yp6P-Ef_normal.jpg,Greg Reeves,@greeves1969,?˙,28-Jul,Well check this out!,9,LAnDo NIFFIRG,2K,@llandoniffirg,https://x.com/greeves1969/status/1949766052058910917/analytics,https://x.com/greeves1969/status/1949766052058910917,https://abs-0.twimg.com/emoji/v2/svg/1f99d.svg,https://abs-0.twimg.com/emoji/v2/svg/2122.svg
https://x.com/HOLDorHODL8,https://pbs.twimg.com/profile_images/1943663445313814528/xQeEosrS_normal.jpg,HOLDorHODL8,@HOLDorHODL8,?˙,28-Jul,Buck,1,1,2.8K,7,https://x.com/HOLDorHODL8/status/1949656695354913184/analytics,https://x.com/HOLDorHODL8/status/1949656695354913184,https://abs-0.twimg.com/emoji/v2/svg/1f407.svg,
https://x.com/drillmastermom2,https://pbs.twimg.com/profile_images/1772430974652936192/tOfEkjkY_normal.jpg,Robin Smith,@drillmastermom2,?˙,29-Jul,"I don't frigging care, Mr Buzzkill Superior Knowledge Community Note.",1,9,279,,https://x.com/drillmastermom2/status/1950174336163185045/analytics,https://x.com/drillmastermom2/status/1950174336163185045,,
https://x.com/ThomasParkerwx,https://pbs.twimg.com/profile_images/1790897207182303232/QdYpIMfl_normal.jpg,Thomas Parker,@ThomasParkerwx,?˙,28-Jul,Greg on the fake ai video stuff and riping others content,1,7,570,,https://x.com/ThomasParkerwx/status/1949683339058729308/analytics,https://x.com/ThomasParkerwx/status/1949683339058729308,,
https://x.com/DakiCrypto,https://pbs.twimg.com/profile_images/1945623174701314048/W_WsjVHp_normal.jpg,Daki,@DakiCrypto,?˙,28-Jul,"i thought it was ai based on the length being 8 seconds, the max length google veo videos can be

after then examining the video 2 bunnies morph into one like twice lol",1,8,4.4K,,https://x.com/DakiCrypto/status/1949697909311578510/analytics,https://x.com/DakiCrypto/status/1949697909311578510,,
https://x.com/HawkeyeInsano,https://pbs.twimg.com/profile_images/1963058470082523136/nbAC1cGM_normal.jpg,Hawkeye Insano,@HawkeyeInsano,?˙,28-Jul,This deserves Jump Around playing in the background,8,,2.5K,,https://x.com/HawkeyeInsano/status/1949658641549734307/analytics,https://x.com/HawkeyeInsano/status/1949658641549734307,,
https://x.com/Ian_A_Irwin,https://pbs.twimg.com/profile_images/1753240956776644608/1MQ_7qxC_normal.jpg,Ian Irwin,@Ian_A_Irwin,?˙,28-Jul,We caught some Greggs on our trampoline last night. Not as cute as bunnies.,2,3,394,,https://x.com/Ian_A_Irwin/status/1949768234959290492/analytics,https://x.com/Ian_A_Irwin/status/1949768234959290492,,
https://x.com/papazendegen,https://pbs.twimg.com/profile_images/1990570329731661824/qei-TfVT_normal.jpg,zen,@papazendegen,?˙,28-Jul,Have you seen midnight,2,5,343,,https://x.com/papazendegen/status/1949658911105069545/analytics,https://x.com/papazendegen/status/1949658911105069545,,https://abs-0.twimg.com/emoji/v2/svg/1f9d8-1f3fc-200d-2642-fe0f.svg
https://x.com/southevropa,https://pbs.twimg.com/profile_images/1968778367236190208/o5Mn2w_w_normal.jpg,Rita,@southevropa,?˙,28-Jul,,1,7,777,,https://x.com/southevropa/status/1949765899671769402/analytics,https://x.com/southevropa/status/1949765899671769402,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f9.svg
https://x.com/productpilotbb,https://pbs.twimg.com/profile_images/1984951558250061824/Tp3xIGId_normal.jpg,Vikas Tiwari,@productpilotbb,?˙,28-Jul,"Sometimes joy doesn't need to be analyzed or labeled. Whether AI or real, this captured a perfect moment of pure happiness that we all needed to see today. The internet at its absolute best.",2,7,933,,https://x.com/productpilotbb/status/1949774468014080125/analytics,https://x.com/productpilotbb/status/1949774468014080125,,
https://x.com/Gemini_803,https://pbs.twimg.com/profile_images/1740524330553876480/tmHYztA0_normal.jpg,Gemini85,@Gemini_803,?˙,29-Jul,"I have 2 reasons why this isnÉ??t AI. 

Both are explained by the fact that the springs holding the tramp are exposed and that creates holes where the bunnies can disappear. And the last bunny that É??changes shapeÉ?ù can be explained by the bunny landing awkwardly trying to stop",2,6,1.3K,Show more,https://x.com/Gemini_803/status/1950253266354188677/analytics,https://x.com/Gemini_803/status/1950253266354188677,,
https://x.com/papazendegen,https://pbs.twimg.com/profile_images/1990570329731661824/qei-TfVT_normal.jpg,zen,@papazendegen,?˙,28-Jul,Have you seen midnight,2,5,343,0:06,https://x.com/papazendegen/status/1949658911105069545/analytics,https://x.com/papazendegen/status/1949658911105069545,,https://abs-0.twimg.com/emoji/v2/svg/1f9d8-1f3fc-200d-2642-fe0f.svg
https://x.com/jchaneyyy,https://pbs.twimg.com/profile_images/1956760948175200256/77hxASqT_normal.jpg,J Chaney,@jchaneyyy,?˙,28-Jul,,6,,1.2K,@DrPlysh,https://x.com/jchaneyyy/status/1949667371884425345/analytics,https://x.com/jchaneyyy/status/1949667371884425345,,
https://x.com/jamccaffrey,https://pbs.twimg.com/profile_images/1891338304093622272/LyDSSMGj_normal.jpg,John McCaffrey,@jamccaffrey,?˙,28-Jul,hare raising sight,6,,2.2K,,https://x.com/jamccaffrey/status/1949669301016842375/analytics,https://x.com/jamccaffrey/status/1949669301016842375,,
https://x.com/JayG80934989674,https://pbs.twimg.com/profile_images/1962403182413316096/PCRKCSyb_normal.jpg,Jay G,@JayG80934989674,?˙,28-Jul,Bunnies will slowly take over all the trampolines on the planet,6,,465,,https://x.com/JayG80934989674/status/1949661534583505072/analytics,https://x.com/JayG80934989674/status/1949661534583505072,,
https://x.com/dchapdelaine,https://pbs.twimg.com/profile_images/1853906114703712256/FY2TrFJZ_normal.jpg,David Chap De Laine,@dchapdelaine,?˙,28-Jul,"Every time this video is shared, the Internet heals a little bit more",6,,532,,https://x.com/dchapdelaine/status/1949657126311178665/analytics,https://x.com/dchapdelaine/status/1949657126311178665,,
https://x.com/BoobleyField,https://pbs.twimg.com/profile_images/1938045684361662468/CDhSwKOA_normal.jpg,Mango,@BoobleyField,?˙,28-Jul,"Serotonin high, much needed

CA: 5kaTXa3rAiHhMX1xY2cvzvoRXiDjSbQMC6X4ekZebonk",1,3,138,,https://x.com/BoobleyField/status/1949735214592176272/analytics,https://x.com/BoobleyField/status/1949735214592176272,,
https://x.com/WokeRepellant,https://pbs.twimg.com/profile_images/1885579950239211522/wvqVhqnS_normal.jpg,WokeRepellant,@WokeRepellant,?˙,28-Jul,I want to sign up my future bunny for gymnastics... where do I enroll him?,1,1,661,3,https://x.com/WokeRepellant/status/1949659407928713374/analytics,https://x.com/WokeRepellant/status/1949659407928713374,,https://abs-0.twimg.com/emoji/v2/svg/1fab2.svg
https://x.com/doorspitz,https://pbs.twimg.com/profile_images/1656414383818383360/nD9X-fpL_normal.jpg,Gary Leikam,@doorspitz,?˙,28-Jul,Amplified bunny hopping,5,,337,,https://x.com/doorspitz/status/1949687506720407797/analytics,https://x.com/doorspitz/status/1949687506720407797,,
https://x.com/papazendegen,https://pbs.twimg.com/profile_images/1990570329731661824/qei-TfVT_normal.jpg,zen,@papazendegen,?˙,28-Jul,Have you seen midnight,2,5,343,0:03 / 0:08,https://x.com/papazendegen/status/1949658911105069545/analytics,https://x.com/papazendegen/status/1949658911105069545,,https://abs-0.twimg.com/emoji/v2/svg/1f9d8-1f3fc-200d-2642-fe0f.svg
https://x.com/Gemini_803,https://pbs.twimg.com/profile_images/1740524330553876480/tmHYztA0_normal.jpg,Gemini85,@Gemini_803,?˙,29-Jul,"I have 2 reasons why this isnÉ??t AI. 

Both are explained by the fact that the springs holding the tramp are exposed and that creates holes where the bunnies can disappear. And the last bunny that É??changes shapeÉ?ù can be explained by the bunny landing awkwardly trying to stop",2,6,1.3K,Show more,https://x.com/Gemini_803/status/1950253266354188677/analytics,https://x.com/Gemini_803/status/1950253266354188677,,
https://x.com/AldaMetaX,https://pbs.twimg.com/profile_images/1989058187324956672/6WnH43Ls_normal.jpg,Alda,@AldaMetaX,?˙,28-Jul,"ItÉ??s fake, greg..",5,,185,,https://x.com/AldaMetaX/status/1949658310912643342/analytics,https://x.com/AldaMetaX/status/1949658310912643342,,
https://x.com/Itsjusttepid,https://pbs.twimg.com/profile_images/1933124008100200448/7k5DLbiU_normal.jpg,Disappointingly Lukewarm Takes,@Itsjusttepid,?˙,28-Jul,Thanks Greg. This will be the last thing I see before bed and it's actually wholesome for once.,5,,724,,https://x.com/Itsjusttepid/status/1949660570669453440/analytics,https://x.com/Itsjusttepid/status/1949660570669453440,,
https://x.com/StockRetail,https://pbs.twimg.com/profile_images/1810514192111448064/29cnIHkx_normal.jpg,RetailStock,@StockRetail,?˙,28-Jul,This is breaking my brain for very good reasons,5,,772,,https://x.com/StockRetail/status/1949659880748642412/analytics,https://x.com/StockRetail/status/1949659880748642412,,
https://x.com/imorganmarshall,https://pbs.twimg.com/profile_images/1931078554118164480/EXW8AMlQ_normal.jpg,Morgan Marshall,@imorganmarshall,?˙,28-Jul,Bunny trampoline party?,4,,180,,https://x.com/imorganmarshall/status/1949660513455030429/analytics,https://x.com/imorganmarshall/status/1949660513455030429,,
https://x.com/Zuzuspetals02,https://pbs.twimg.com/profile_images/1828250778609283072/C6DfMONp_normal.jpg,Susan Oliver,@Zuzuspetals02,?˙,28-Jul,AI. There are 6 bunnies jumping and one disappears.,4,,1.1K,,https://x.com/Zuzuspetals02/status/1949679522984390987/analytics,https://x.com/Zuzuspetals02/status/1949679522984390987,,
https://x.com/aiDotArun,https://pbs.twimg.com/profile_images/1937087535538200576/dGAauhhq_normal.jpg,Arun,@aiDotArun,?˙,28-Jul,Until I realized this is peak therapy and my inner child just did a backflip,4,,408,,https://x.com/aiDotArun/status/1949686616785821890/analytics,https://x.com/aiDotArun/status/1949686616785821890,https://abs-0.twimg.com/emoji/v2/svg/1f642.svg,
https://x.com/xoxofromlia,https://pbs.twimg.com/profile_images/1986516077870821376/uIsw3erl_normal.jpg,É?≠,@xoxofromlia,?˙,28-Jul,after seeing the bear one i now know this is A.I,4,,252,,https://x.com/xoxofromlia/status/1949688940245733471/analytics,https://x.com/xoxofromlia/status/1949688940245733471,,
https://x.com/Lordoflolz,https://pbs.twimg.com/profile_images/1986626271149699072/WEfHmHST_normal.jpg,lordoflolz,@Lordoflolz,?˙,28-Jul,Are those buck the bunnyÉ??s children?,4,,3.6K,,https://x.com/Lordoflolz/status/1949656055287308448/analytics,https://x.com/Lordoflolz/status/1949656055287308448,,
https://x.com/theyenvymaree,https://pbs.twimg.com/profile_images/1988484931853692928/Tp2kGkPa_normal.jpg,†Êê†Êü??†Ê?†Ê?,@theyenvymaree,?˙,28-Jul,leaked footage of me & my homegirls,4,Commentary account,873,,https://x.com/theyenvymaree/status/1949716621465112904/analytics,https://x.com/theyenvymaree/status/1949716621465112904,,
https://x.com/KammanM,https://pbs.twimg.com/profile_images/1203547532305092608/CdiSV69D_normal.jpg,JoAnne Kamman,@KammanM,?˙,28-Jul,"You know, I was happier before somebody put a Community Note on it about it being AI.",1,3,207,,https://x.com/KammanM/status/1949820128910016984/analytics,https://x.com/KammanM/status/1949820128910016984,,
https://x.com/Gemini_803,https://pbs.twimg.com/profile_images/1740524330553876480/tmHYztA0_normal.jpg,Gemini85,@Gemini_803,?˙,29-Jul,"I have 2 reasons why this isnÉ??t AI. 

Both are explained by the fact that the springs holding the tramp are exposed and that creates holes where the bunnies can disappear. And the last bunny that É??changes shapeÉ?ù can be explained by the bunny landing awkwardly trying to stop",2,6,1.3K,Show more,https://x.com/Gemini_803/status/1950253266354188677/analytics,https://x.com/Gemini_803/status/1950253266354188677,,
https://x.com/fox09_09,https://pbs.twimg.com/profile_images/1978847268540129280/1qeujf83_normal.jpg,Fox,@fox09_09,?˙,28-Jul,This is,3,,140,@greg16676935420,https://x.com/fox09_09/status/1949677257477202175/analytics,https://x.com/fox09_09/status/1949677257477202175,,https://abs-0.twimg.com/emoji/v2/svg/1f98a.svg
https://x.com/dlsportsnw,https://pbs.twimg.com/profile_images/1980475029608370176/9aqSqGc4_normal.jpg,DL Sports Northwest,@dlsportsnw,?˙,28-Jul,You haven't lived until you see baby goats on a trampoline.,3,,327,,https://x.com/dlsportsnw/status/1949667433318588611/analytics,https://x.com/dlsportsnw/status/1949667433318588611,,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg
https://x.com/C_Watt250,https://pbs.twimg.com/profile_images/1899947990703300608/n4fEZcOC_normal.jpg,CWatt250,@C_Watt250,?˙,28-Jul,You must be new to AI,3,,154,,https://x.com/C_Watt250/status/1949663315439063148/analytics,https://x.com/C_Watt250/status/1949663315439063148,,
https://x.com/ThomasD601,https://pbs.twimg.com/profile_images/1929611320153767937/HKB24BT8_normal.jpg,Thomas Dickerson,@ThomasD601,?˙,28-Jul,Wow that's a party,3,,216,,https://x.com/ThomasD601/status/1949660900400537858/analytics,https://x.com/ThomasD601/status/1949660900400537858,,
https://x.com/GA_Optimal,https://pbs.twimg.com/profile_images/1966484729588518913/FU50mi85_normal.jpg,Yankyguy,@GA_Optimal,?˙,28-Jul,Double Hops,3,,276,,https://x.com/GA_Optimal/status/1949657376547885122/analytics,https://x.com/GA_Optimal/status/1949657376547885122,,
https://x.com/Dad2Earthlings,https://pbs.twimg.com/profile_images/1887321145231163392/sWvXmTLd_normal.jpg,Pat the Irishman,@Dad2Earthlings,?˙,28-Jul,"I need more

Where's part 2?",3,Parody account,2K,,https://x.com/Dad2Earthlings/status/1949657198147096728/analytics,https://x.com/Dad2Earthlings/status/1949657198147096728,,
https://x.com/ericlister,https://pbs.twimg.com/profile_images/1681100051144212481/xNnFKmW4_normal.jpg,Eric Lister,@ericlister,?˙,28-Jul,One fell of and bumped his head,3,,775,,https://x.com/ericlister/status/1949676020128153665/analytics,https://x.com/ericlister/status/1949676020128153665,,
https://x.com/GalaxyNewsUnit,https://pbs.twimg.com/profile_images/1962271302607306752/EvXBNqON_normal.jpg,Galaxy News United(GNU),@GalaxyNewsUnit,?˙,28-Jul,Dammit that is CUTE,3,,1.1K,,https://x.com/GalaxyNewsUnit/status/1949665110781468941/analytics,https://x.com/GalaxyNewsUnit/status/1949665110781468941,,
https://x.com/maverick2886,https://pbs.twimg.com/profile_images/1945368593417347072/3pSnMj9r_normal.jpg,Maverick Ops,@maverick2886,?˙,28-Jul,"Pure joy. Zero drama. Just tiny hops and fluffy chaos.
More of this, please.",3,,3.1K,,https://x.com/maverick2886/status/1949666559439393055/analytics,https://x.com/maverick2886/status/1949666559439393055,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://abs-0.twimg.com/emoji/v2/svg/2638.svg
https://x.com/DRR4G3,https://pbs.twimg.com/profile_images/1991231192981512193/2YDZ8Lgu_normal.jpg,DRR4G3,@DRR4G3,?˙,28-Jul,This is the best thing other than seeing,1,3,311,@ryancohen,https://x.com/DRR4G3/status/1949672487253332100/analytics,https://x.com/DRR4G3/status/1949672487253332100,https://abs-0.twimg.com/emoji/v2/svg/1f407.svg,
https://x.com/_adigilman_,https://pbs.twimg.com/profile_images/1887171478854004736/cH8c-0wn_normal.jpg,?õ???? ??????????,@_adigilman_,?˙,29-Jul,???ê ???ê?????ˇ?? ???ˇ?????¶?? ?????? ???????ˇ?? ???????ê?????¶???¶,3,,140,,https://x.com/_adigilman_/status/1950259805861671111/analytics,https://x.com/_adigilman_/status/1950259805861671111,,
https://x.com/ugniusnmt,https://pbs.twimg.com/profile_images/1974414002785800192/6FF9NY8B_normal.jpg,Ugnius,@ugniusnmt,?˙,28-Jul,Reality is warped now.,2,3,17K,@grok,https://x.com/ugniusnmt/status/1949686680803574052/analytics,https://x.com/ugniusnmt/status/1949686680803574052,,
https://x.com/Shaella_,https://pbs.twimg.com/profile_images/1970892465579163649/kIlEYUNi_normal.jpg,T1 ??lla,@Shaella_,?˙,28-Jul,@OUSSKOTV,2,3,86,@iXaoh_s,https://x.com/Shaella_/status/1949717819362316691/analytics,https://x.com/Shaella_/status/1949717819362316691,,https://abs-0.twimg.com/emoji/v2/svg/1f48b.svg
https://x.com/PercefulWendee,https://pbs.twimg.com/profile_images/1884078516318138368/KCa0UCDo_normal.jpg,Wendelyn Perceful,@PercefulWendee,?˙,28-Jul,,2,,563,,https://x.com/PercefulWendee/status/1949672911855300893/analytics,https://x.com/PercefulWendee/status/1949672911855300893,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,
https://x.com/OwenEvanger,https://pbs.twimg.com/profile_images/1595263737505669120/BH_7uexc_normal.jpg,Owen Evanger,@OwenEvanger,?˙,28-Jul,,2,,1.3K,,https://x.com/OwenEvanger/status/1949661670604960051/analytics,https://x.com/OwenEvanger/status/1949661670604960051,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,
https://x.com/Lisapisa1414,https://pbs.twimg.com/profile_images/1842419871348305920/7A2cZnId_normal.jpg,Leesa,@Lisapisa1414,?˙,28-Jul,"Me, too,",2,,248,@greg16676935420,https://x.com/Lisapisa1414/status/1949671836947501171/analytics,https://x.com/Lisapisa1414/status/1949671836947501171,https://abs-0.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg
https://x.com/Beeche1955,https://pbs.twimg.com/profile_images/1822198280295526400/j39In_7d_normal.jpg,Terence Watson,@Beeche1955,?˙,28-Jul,Is it a Hopathon for charity ?,2,,156,,https://x.com/Beeche1955/status/1949666471853867121/analytics,https://x.com/Beeche1955/status/1949666471853867121,,
https://x.com/bradley_tindall,https://pbs.twimg.com/profile_images/1706517969306632192/qCM1igFy_normal.jpg,Bradley Tindall,@bradley_tindall,?˙,28-Jul,Or this,2,,50,,https://x.com/bradley_tindall/status/1949674885006979244/analytics,https://x.com/bradley_tindall/status/1949674885006979244,,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg
https://x.com/JohnnyBitcoin_,https://pbs.twimg.com/profile_images/1882837689017438208/GdH01m2o_normal.jpg,Johnny É?®itcoin,@JohnnyBitcoin_,?˙,28-Jul,Now that is awesome!,2,,200,,https://x.com/JohnnyBitcoin_/status/1949719534639661434/analytics,https://x.com/JohnnyBitcoin_/status/1949719534639661434,,
https://x.com/KennethNic45099,https://pbs.twimg.com/profile_images/1916587795675545600/G5aQJ9gR_normal.jpg,Kenneth Nicholson,@KennethNic45099,?˙,28-Jul,"Well, to be honest, it makes sense.",2,,116,,https://x.com/KennethNic45099/status/1949734526776754590/analytics,https://x.com/KennethNic45099/status/1949734526776754590,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,
https://x.com/JasnaEkat,https://pbs.twimg.com/profile_images/1760166442891116544/EW2iS5dp_normal.jpg,Jan S.vet - XX,@JasnaEkat,?˙,28-Jul,Obviously AI,2,,297,,https://x.com/JasnaEkat/status/1949716871495799005/analytics,https://x.com/JasnaEkat/status/1949716871495799005,,
https://x.com/TabbingDAB,https://pbs.twimg.com/profile_images/1980353312571478016/QOrsCJCM_normal.jpg,Divad Aguirre,@TabbingDAB,?˙,28-Jul,"Hehe, fake.",2,,1.1K,,https://x.com/TabbingDAB/status/1949672379069698448/analytics,https://x.com/TabbingDAB/status/1949672379069698448,,
https://x.com/EMadd76,https://pbs.twimg.com/profile_images/1991160437916979200/j8daun5Y_normal.jpg,Madds,@EMadd76,?˙,28-Jul,Seems as though there are 6 bunnies at the beginning but only 5 bunnies at the end..,2,,258,,https://x.com/EMadd76/status/1949661149265264677/analytics,https://x.com/EMadd76/status/1949661149265264677,,
https://x.com/CVarvakis70017,https://pbs.twimg.com/profile_images/1916739237933920258/UPi1iM9A_normal.jpg,Chrissy,@CVarvakis70017,?˙,28-Jul,Nothing good is coming from AI people; forget the bells and whistles. ItÉ??s here to fuck us. Overreaction to bunnies .. perhaps .. NOT,2,,91,,https://x.com/CVarvakis70017/status/1949796229660950549/analytics,https://x.com/CVarvakis70017/status/1949796229660950549,https://abs-0.twimg.com/emoji/v2/svg/1f61e.svg,
